,id,brand,categories,dateAdded,dateUpdated,ean,keys,manufacturer,manufacturerNumber,name,reviewsdate,dateSeen,didPurchase,doRecommend,reviews_id,reviews.numHelpful,rating,sourceURLs,text,title,userCity,userProvince,username,upc
0,AV13O1A8GV-KLJ3akUyj,Universal Music,"Movies, Music & Books,Music,R&b,Movies & TV,Movie Bundles & Collections,CDs & Vinyl,Rap & Hip-Hop,Bass,Music on CD or Vinyl,Rap,Hip-Hop,Mainstream Rap,Pop Rap",2017-07-25T00:52:42Z,2018-02-05T08:36:58Z,6.03E+11,"602537205981,universalmusic/14331328,universalmusicgroupcashmoney/14331328,pinkfridayromanreloadedreupwdvd/000000000,pinkfridayromanreloadedreupwdvd/b009ntnhju,0602537205981",Universal Music Group / Cash Money,14331328,Pink Friday: Roman Reloaded Re-Up (w/dvd),30-11-12,"2018-01-15T04:45:00.000Z,2018-01-18T14:30:00.000Z,2017-12-20T12:28:00.000Z,2017-12-16T05:40:00.000Z,2017-12-07T09:27:00.000Z,2017-11-18T22:25:00.000Z",,,,0,5,https://redsky.target.com/groot-domain-api/v1/reviews/14331328?sort=helpfulness_desc&limit=200&offset=0,i love this album. it's very good. more to the hip hop side than her current pop sound.. SO HYPE! i listen to this everyday at the gym! i give it 5star rating all the way. her metaphors are just crazy.,Just Awesome,Japan,,Joshua,6.03E+11
1,AV14LG0R-jtxr-f38QfS,Lundberg,"Food,Packaged Foods,Snacks,Crackers,Snacks, Cookies & Chips,Rice Cakes,Cakes",2017-07-25T05:16:03Z,2018-02-05T11:27:45Z,73416000391,"lundbergorganiccinnamontoastricecakes/b000fvzw8y,lundbergorganiccinnamontoastricecakes/b005grcqwc,073416000391,lundbergorganiccinnamontoastricecakes/b0013jlzbu,0073416000391,lundbergorganiccinnamontoastricecakes/555222704,lundberg/00574764,lundbergorganiccinnamontoastricecakes/563800996",Lundberg,574764,Lundberg Organic Cinnamon Toast Rice Cakes,09-07-17,2017-09-16T09:45:00.000Z,TRUE,TRUE,100209113,,5,https://www.walmart.com/reviews/product/29775278,Good flavor. This review was collected as part of a promotion.,Good,Japan,,Dorothy W,73416000391
2,AV14LG0R-jtxr-f38QfS,Lundberg,"Food,Packaged Foods,Snacks,Crackers,Snacks, Cookies & Chips,Rice Cakes,Cakes",2017-07-25T05:16:03Z,2018-02-05T11:27:45Z,73416000391,"lundbergorganiccinnamontoastricecakes/b000fvzw8y,lundbergorganiccinnamontoastricecakes/b005grcqwc,073416000391,lundbergorganiccinnamontoastricecakes/b0013jlzbu,0073416000391,lundbergorganiccinnamontoastricecakes/555222704,lundberg/00574764,lundbergorganiccinnamontoastricecakes/563800996",Lundberg,574764,Lundberg Organic Cinnamon Toast Rice Cakes,09-07-17,2017-08-23T10:37:00.000Z,TRUE,TRUE,100209113,,5,https://www.walmart.com/reviews/product/29775278,Good flavor.,Good,America,,Dorothy W,73416000391
3,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,06-01-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,113026909,,1,https://www.walmart.com/reviews/product/43383370,"I read through the reviews on here before looking in to buying one of the couples lubricants, and was ultimately disappointed that it didn't even live up to the reviews I had read. For starters, neither my boyfriend nor I could notice any sort of enhanced or 'captivating' sensation. What we did notice, however, was the messy consistency that was reminiscent of a more liquid-y vaseline. It was difficult to clean up, and was not a pleasant, especially since it lacked the 'captivating' sensation we had both been expecting. I'm disappointed that I paid as much as I did for a lube that I won't use again, when I could just use their normal personal lubricant for 1) less money and 2) less mess.",Disappointed,China,,Rebecca,67981934427
4,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,21-12-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,171267657,,1,https://www.walmart.com/reviews/product/43383370,My husband bought this gel for us. The gel caused irritation and it felt like it was burning my skin. I wouldn't recommend this gel.,Irritation,China,,Walker557,67981934427
5,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,20-04-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,149773828,,1,https://www.walmart.com/reviews/product/43383370,My boyfriend and I bought this to spice things up in the bedroom and we were both highly disappointed in this product. We bought this one because we absolutely love the ky yours and mine and we thought this would have a similar affect but it did absolutely nothing. Do not buy.,Not worth it,Australia,,Samantha,67981934427
6,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,08-02-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,129088591,,1,https://www.walmart.com/reviews/product/43383370,Bought this earlier today and was excited to check it out. Based on the product description I was expecting something but it was just like the regular KY. We are fans of the his and hers so we just expected more and were left a little disappointed.,Disappointing,Japan,,Raeanne,67981934427
7,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,21-02-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,131769441,,1,https://www.walmart.com/reviews/product/43383370,I bought this product for my husband and I to try and we were not impressed at all. There was no tingling or warming. It left us both very sticky. I have used KY products in the past (loved KY his and hers) but this one was disappointing.,Not happy at all,UK,,Kimmie,67981934427
8,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,28-03-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,148314686,,1,https://www.walmart.com/reviews/product/43383370,My husband and I bought this for some extra fun. We werevboth extremely disappointed. Especially for the price! Do not waste your money on this product. We felt nothing but a sticky mess from it.,Very disappointing,Europe,,cassie,67981934427
9,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,21-03-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,147862051,,1,https://www.walmart.com/reviews/product/43383370,Got as a surprise for my husband there is nothing special about it just a lube save the money and get plain KY if you just need a lube wish I could return it for a refund,Don't buy,Japan,,Moore222,67981934427
10,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,08-04-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,148993380,,1,https://www.walmart.com/reviews/product/43383370,tried it with my husband and felt no different there was no effect no change first te using ky gel not sure if i want to try any others...,pretty dissapoitned,UK,,jds1992,67981934427
11,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,05-04-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,148815089,,1,https://www.walmart.com/reviews/product/43383370,Purchased this thinking it would have some sort of warming effect but it's the same as the original. Don't waste your money.,Waste of Money,America,,Bre234,67981934427
12,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,08-04-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,148993854,,1,https://www.walmart.com/reviews/product/43383370,"Bought this to enhance our time a bit, did abslutely nothing very disappointed especially because its almost 20!",waste of money,America,,jds1992,67981934427
13,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,01-03-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,142847293,,1,https://www.walmart.com/reviews/product/43383370,I bought this after really liking the his n hers variety but this is nothing like that very disappointed with this product.,Not happy with this product,Japan,,Gordy313,67981934427
14,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,09-01-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,114599277,,1,https://www.walmart.com/reviews/product/43383370,First time purchase of this type of product. Maybe I expected too much. Did not think there was any warming feeling at all. Left us sticky! Even after trying to was it off.,Disappointed,Japan,,Nicole,67981934427
15,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,06-01-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,113144826,,1,https://www.walmart.com/reviews/product/43383370,I bought this and tried this with my wife but we did not enjoy it ..we did not feel anything enhancement with this product at all such as the his-her product.,Not what I expected,America,,Cvperez,67981934427
16,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,29-01-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,125706450,,1,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,I bought this product to spice things up with my fianc and it didn't do anything! No passion. Will not buy again,Was so disappointed!!,Europe,,Beccagrl532,67981934427
17,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,16-01-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,117008196,,1,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,"I bought this to try to spice things up, but I felt nothing. Very disappointing to be honest.",very disappointed!,Australia,,sanchez,67981934427
18,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,01-01-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",TRUE,TRUE,112558983,,3,https://www.walmart.com/reviews/product/43383370,"I bought this because it had better reviews than the his and hers jelly, but I feel like it didn't work that well for us. It was kind of warm-feeling, but that's about it. I guess I don't know what's supposed to happen! Lol",Pretty nice,India,,LL24,67981934427
19,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,07-01-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,FALSE,113642710,,3,https://www.walmart.com/reviews/product/43383370,It was my first time using k-y. It didn't do anything in my opinion it felt like every time we did anything. Then again was my first time so probably did Somthing wrong.,First time using,India,,Browns fan,67981934427
20,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,12-05-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,TRUE,151057764,,4,https://www.walmart.com/reviews/product/43383370,"I noticed this product on clearance at a store I shop frequently and decided to give it a try. My husband and I LOVE it! We went back and bought every box left! I, like others have mentioned, am not sure what it is supposed to do other than be a lubricant but for that purpose we like it much better than regular KY Jelly (which tends to dry out and disappear for us). This product stays on for awhile and makes for a very pleasurable experience. The only drawback is that we find it to be a bit sticky. After applying it with your hands you're left with a sticky hand and I agree a little goes a long way! I personally have to be very careful with all products due to skin irritation and surprisingly this actually seems to help that. I did NOT receive a sample and never have.",We love it!,America,,Just Faith everyday,67981934427
21,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,04-11-15,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,TRUE,108031311,,4,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,I used this product a couple of times since i recived it free to try and it has been a good experiance it feel warm so its a pretty good sensation so i recomend.,good times,India,,vero,67981934427
22,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,07-01-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,TRUE,113572179,,4,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,"Used a few times stays a bit sticky but not too bad, better than most products",Does the job,UK,,Jo276,67981934427
23,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,15-08-17,2017-09-04T12:18:00.000Z,TRUE,,103915758,,5,https://www.walmart.com/reviews/product/43383370,Loved This review was collected as part of a promotion.,Loved,Europe,,Ashley A,67981934427
24,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,26-11-16,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",TRUE,TRUE,169669810,,5,https://www.walmart.com/reviews/product/43383370,This is a good product. Will give you a great feeling.,Great sensation,Europe,,Jp71,67981934427
25,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,05-11-15,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,TRUE,108110922,,5,https://www.walmart.com/reviews/product/43383370,"I really enjoyed using this product with my husband. After 20+ years of marriage, things can tend to get a little tired and boring. This was just the thing we needed to shake things up a bit. The packaging and pump dispenser is awesome. The product itself does not disappoint. A little goes a very long way. It provides a slight warming sensation when in use and does not become sticky or tacky in anyway. This is an excellent choice for an intimate lubricant. I received a free product for the purpose of my review. Opinions are 100 my own.",That little extra something..,India,,Jkell,67981934427
26,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,04-11-15,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,TRUE,108032208,,5,https://www.walmart.com/reviews/product/43383370,Awesome Product for couples. It is a warm feeling lubricant and not sticky like a lot of other lubricants.It is very easy to clean up after use.I will absolutely be purchasing more in the future. I received this product free for the purpose to give my review..Opinions are 100 my own!,Great Product!,Europe,,Karen,67981934427
27,AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,05-12-15,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",FALSE,TRUE,110412526,,5,"https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,https://www.walmart.com/reviews/product/43383370","Exceptional product, this is smooth, not slimy and the warming sensation is an experience that both partners should share at least once in their lifetime. Great way to shake things up!",Why wouldn't you try it,India,,Warren,67981934427
